#taxonomy	magic.0040	magic.0112	magic.0134	magic.0317	magic.0020	magic.0402	magic.0232	magic.0315	magic.0435	magic.0018	magic.0124	magic.0150	magic.0532	magic.0030	magic.0079	magic.0013	magic.0132	magic.0316	magic.0374	magic.0001	magic.0243	magic.0173	magic.0542	magic.0146	magic.0100	magic.0537	magic.0156	magic.0244	magic.0456	magic.0339	magic.0053	magic.0367	magic.0016	magic.0164	magic.0231	magic.0551	magic.0048	magic.0331	magic.0440	magic.0004	magic.0531	magic.0179	magic.0526	magic.0539	magic.0075	magic.0149	magic.0242	magic.0514	magic.0246	magic.0017	magic.0078	magic.0011	magic.0109	magic.0131	magic.0552	magic.0465	magic.0015	magic.0527	magic.0021	magic.0063	magic.0396	magic.0337	magic.0471	magic.0428	magic.0547	magic.0287	magic.0272	magic.0148	magic.0110	magic.0050	magic.0307	magic.0170	magic.0268	magic.0417	magic.0300	magic.0538	magic.0334	magic.0290	magic.0541	magic.0278	magic.0335	magic.0059	magic.0549	magic.0217	magic.0543	magic.0322	magic.0433	magic.0429	magic.0473	magic.0189	magic.0028
k__Bacteria;NA;NA;NA;NA;NA;NA	6.37445456608381	2.26068664622127	3.49612465879892	3.09801956681855	3.43313701158063	2.6608027686109	2.47488999334241	3.2209916265881	2.0540222314054	4.94533762050726	2.90269221376044	3.96547343422376	1.85494117401387	1.31763082074628	2.96782268628677	4.60550635121581	4.08221576830554	2.63776628948871	2.16581350291026	4.97440890952128	2.1112559984849	4.76306893649567	2.45196982038549	3.48370801579874	3.76374357491112	1.92977965386255	2.13237176262478	2.85308395369727	3.51589788965057	1.74417541031269	0.299918196905901	3.79588368630461	4.71817863104102	1.84656869754817	4.39775900162196	3.81825640865742	5.15252655417909	2.37149064713061	0.94151704055079	4.63049170995246	1.74511521986439	3.87974792259854	2.11897062167687	2.26678704964837	1.32907938156206	1.00851175458153	1.48621751699176	1.72276672368302	2.33135705227837	4.69505274500617	5.46458137087844	2.2280359487239	0.68437382530309	4.07648431754969	2.1106266147823	2.64443319757987	4.61065526229099	3.88662582754425	2.9228174858622	2.42612649055848	4.42605611055157	4.39779322177627	3.49079468604751	4.13663916078269	3.94727076217928	0.938361593961694	0.0511059547997342	1.50564601131145	0.470014788952191	2.36171321511872	2.87743187988252	2.51447657686542	4.00526029960891	0.878061792118337	2.73033610781056	2.2916738346902	3.03096587145638	3.15185811402759	1.8651466455862	3.48609283714008	4.32826753379788	1.98902080275078	1.74183629887164	3.75459557363658	2.16611697365725	1.0905306081585	0.414420014809913	4.16972189759841	2.52575943751558	0.981557275455357	0.843217839989818
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces odontolyticus	-1.56363416081309	-1.40287499990838	-3.16124433247513	-2.86812717230513	-2.21876720230691	0.365652654104371	-3.64265639223676	-1.71168212603842	-3.71741889172462	-2.41476635248144	-2.89184462416415	-1.10970038101007	-0.157291617972519	-3.45728213982891	-3.12968964025914	-2.78652521629878	-2.82828573634473	-3.6839008812268	-2.23171731829959	-2.30525469404005	-3.47879771084294	-1.62759110570683	-2.8133076920843	-3.35630361109679	-2.43015148191333	0.824246922349863	2.68331215414093	-3.24947464091628	-2.31451723593919	-3.12591986100457	-2.54789394657152	-2.47036764526927	0.795017881202414	-2.92834426302696	-1.20657139406258	2.44029928897536	-1.77503135209932	-0.562872680047085	0.710993381938958	-2.14087094412412	-2.3779787556437	3.67943520100812	-0.817338231406324	-3.45188403750141	-2.80207915378273	6.00024614236858	-2.56990583241011	3.86734756753381	-2.81468287882401	2.02588919150796	-1.48335569773648	-2.49491727292054	-1.91831586014128	-2.60374281180063	0.542243498638795	-2.80445702744754	-2.47315196047159	0.979820640378025	-2.80565760138438	-3.69141989502057	2.50162031501872	-2.22925559849053	-2.27230436576511	-2.55761344392191	1.05895873724612	-1.7263381662669	-2.9934164829237	-2.71753142275358	-1.89710882517943	-2.94159169294028	-1.39724814116191	-2.46569950974612	0.595404855203642	-1.8299884089839	-2.26009647896823	2.50256876392821	2.15702268741132	-2.28404491547301	-0.433263075997369	0.960999315114211	0.740967872501864	-2.32846731078552	0.129837565575867	-2.184259023199	1.55431543255126	-1.61751959294366	-1.86284727019984	-1.98990189249084	-1.94014868113886	-1.61700869280516	-1.16560613447606
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces radingae	-1.56363416081333	-2.50148728857643	-3.56670944058336	-2.86812717230519	0.014825019200187	-2.6425021394481	-3.23719128412849	-1.71168212603841	-0.914058510818085	-0.910688955705616	-1.38776722738795	-2.20831266967839	2.14928549629106	-1.10590688266543	-3.12968964025919	-2.78652521629881	-2.82828573634469	-1.66899786068462	-2.92486449885953	-2.30525469404009	-3.47879771084295	-1.62759110570685	0.976547679369591	-1.8522262143206	-2.43015148191341	-0.562047438770028	-2.9505841930512	-3.24947464091636	-2.31451723593919	-3.93685007722083	-2.54789394657157	-2.47036764526925	-2.13617587121404	-2.92834426302704	-0.736567764816848	-2.8741374594526	-1.77503135209947	-3.31971304531879	-1.89169630350543	-2.54633605223231	-2.51151014826822	-2.66882928222679	1.33621128242723	0.131634900954533	-1.70346686511465	-2.55395377467683	-2.56990583241018	1.53852023847948	-2.81468287882402	0.660648239585898	-0.672425481520201	-2.4949172729206	-1.91831586014123	-2.60374281180068	-3.03570439476786	-3.20992213555574	-1.66222174425517	7.59932058320894	-2.80565760138446	-2.03319181841705	-1.67276695487691	-2.22925559849046	-2.67776947387327	-1.74668322770559	2.03978799025785	-3.83655136661357	-1.33518840632016	-2.71753142275358	-2.70803904139585	-2.94159169294036	-3.05547621776549	-2.46569950974617	-0.748329891497453	2.34823763721893	-2.26009647896826	-2.16557622122129	-2.6551616679611	-2.68951002358133	-3.32363483389354	-1.57269749884322	1.39942949507392	-2.32846731078557	-3.93918918866205	-2.18425902319905	-0.37097542930132	-0.295763752961395	-1.86284727019987	-1.98990189249087	-1.94014868113885	-3.12108608958144	-1.61759125821912
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces urinae	-1.56363416081318	-2.50148728857647	-0.0477290232647592	-2.86812717230513	0.293538421669207	-2.6425021394481	-3.64265639223683	-1.71168212603839	-4.12288399983276	-2.41476635248144	-2.89184462416416	-2.20831266967826	-3.08848537038896	-3.86274724793695	-3.12968964025913	-1.97559500008245	-2.42282062823645	-3.27843577311872	-0.419338561868795	-2.30525469404003	-2.66786749462663	-1.62759110570678	-2.81330769208427	-3.35630361109675	-2.43015148191338	-3.85788430477446	-2.13965397683478	-3.24947464091626	-2.31451723593918	-3.93685007722081	-2.54789394657153	-2.47036764526928	-2.13617587121403	-2.92834426302694	-0.736567764816848	-2.87413745945252	-1.77503135209931	0.925204375382748	-2.29716141161339	-2.54633605223228	-4.16973822487166	-2.66882928222675	-3.09460551641601	-3.45188403750142	-2.39661404567459	-2.55395377467676	-2.56990583241011	-2.7674734956311	-2.81468287882401	-3.73380091508642	-1.48335569773646	-2.49491727292056	-1.9183158601413	-2.60374281180065	-4.35746023475008	-3.20992213555565	-2.47315196047155	0.650341439247782	-2.80565760138434	0.0639493003621909	-2.48369717109325	-2.22925559849052	-3.08323458198138	-2.55761344392191	-2.64234323686636	-2.04479189738544	-2.99341648292366	-2.71753142275359	-2.7080390413958	-2.9415916929403	-3.05547621776545	-2.4656995097461	-2.25240728827365	-1.82998840898393	-2.2600964789682	-2.16557622122126	-0.457937090624876	0.280904441988523	-3.32363483389339	-2.48898823071738	5.3170836744627	-2.32846731078551	-3.93918918866198	-2.18425902319902	1.57493471975399	-1.61751959294369	-1.86284727019983	-1.98990189249087	-1.94014868113883	-1.86832312108607	-3.27581933482264
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces urogenitalis	-1.56363416081337	-2.50148728857646	-1.90848136397977	-2.46266206419697	-3.72284459908328	4.43752436047441	3.6001415305571	-1.7116821260385	4.06162975320094	-1.31615406381378	-2.89184462416423	-2.20831266967829	-3.0884853703891	-3.862747247937	-3.12968964025909	-2.78652521629884	-1.32420833956835	-3.68390088122685	-4.02347678752772	-2.30525469404012	-3.47879771084295	-1.62759110570684	-2.81330769208435	5.74366370339794	-2.43015148191323	-3.85788430477447	-2.95058419305124	-3.24947464091638	5.29398130022471	-3.93685007722088	-2.54789394657159	-1.65943742905309	-2.13617587121403	-2.11741404681068	-1.71739701782857	-2.87413745945256	-1.7750313520994	-0.96833778815525	-2.29716141161344	-2.54633605223235	-4.16973822487178	-1.34707344224443	-3.09460551641609	-3.45188403750145	-2.80207915378272	-2.55395377467668	-2.56990583241015	-1.6223411913281	-2.81468287882412	-3.7338009150864	-1.48335569773652	-2.49491727292053	-1.91831586014143	-1.79281259558409	-3.95199512664201	-3.20992213555572	-2.47315196047161	2.08135263914947	-2.80565760138439	-3.69141989502055	-2.48369717109329	-2.22925559849054	-3.08323458198152	-2.55761344392201	-2.23687812875821	-3.43108625850533	-2.99341648292374	-2.71753142275361	-1.89710882517943	-2.94159169294033	-2.24454600154911	-2.06023440163796	-0.930651448291407	-1.82998840898395	-2.26009647896822	-2.16557622122129	-1.84423145174477	-2.68951002358126	-3.32363483389357	-2.89445333882553	-2.75553968896456	-2.3284673107856	-3.93918918866212	-2.184259023199	1.44431453733693	-1.21205448483555	-1.05191705398351	-1.1789716762747	-1.12921846492268	-1.86832312108607	-2.46488911860633
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;NA;NA	-1.56363416081315	2.47352082787662	1.91392948275869	-2.86812717230503	-0.832472841187017	1.66493563823463	1.3679789018596	-1.71168212603859	0.996605699175554	-2.41476635248146	0.60466293730226	0.937992462355188	1.87610598520591	-1.37784059814907	1.67022462252143	-2.78652521629878	-2.82828573634476	0.0888600568677532	-0.419338561868795	-2.3052546940401	-3.47879771084296	-1.62759110570687	-2.81330769208432	-3.35630361109689	-2.43015148191335	-0.0512218150040373	-2.54511908494294	1.24196677974345	2.90313222754158	-1.28009317050624	2.9904240883572	-2.4703676452693	-2.13617587121398	1.92563722102387	-2.52832723404472	-2.87413745945267	-1.7750313520994	-3.31971304531875	1.73264462947094	-2.54633605223238	0.0423893730067276	-2.66882928222682	1.72365788503272	2.48102406014638	2.7479692209314	-2.14848866656859	2.2175859103719	-1.76894466551997	1.31647565652073	-3.73380091508663	-1.48335569773648	2.31726708245184	3.09231943395496	0.915237605518122	0.525341687836192	1.19374367422166	-2.47315196047167	-3.46869573556489	-2.80565760138446	-3.69141989502059	1.78249764805552	-2.2292555984906	1.75898206048985	-2.55761344392205	-2.64234323686653	1.04055253485824	1.42843164593686	2.04464251204414	2.87074694308576	1.15275286928175	1.28181452306705	2.57449458659167	2.17840951056959	3.34616132358996	1.36424445400819	2.48121563945764	1.49980751607744	1.44164851176364	1.2865228936056	1.21231374339512	-0.558315111628397	3.37531516387067	0.261765108618415	2.66385734139937	1.5646782195868	3.56706900827598	2.09796589939773	2.93735179266618	2.03484912345053	-1.24928391267985	-1.4840598655946
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	-0.752703944596816	6.30317545271021	4.50778395611455	0.987325481634614	2.26046176032334	5.84906550432909	4.88027033102734	0.0800773431896133	4.57575536534145	-1.31615406381378	4.20384145037638	3.2939654287673	6.05395082297337	2.46429627981491	5.78946251993594	-2.38106010819062	0.755233202111491	4.57807742787507	4.0395073805415	0.625939058376243	-1.56925520595852	-0.528978817038767	0.830835868188197	-1.0049283539334	-2.43015148191329	3.96064652539383	0.822176745043533	5.8231541851844	6.79304262264275	3.49548579075956	6.21000762733845	-0.360154444922828	-1.73071076310584	3.77515055164242	0.442087231524798	-0.117297094180921	-0.676419063431118	1.22091861953179	5.77053641118826	-1.04225865545601	4.34254292218346	-0.759286777342308	5.97802330968462	6.63592307449118	6.02031672380325	0.795950312597854	5.59025520841952	2.42865293002039	5.83944216708729	-1.45653363007679	-0.161599857754211	6.52450469503613	7.31973695040142	3.47847609857603	4.5281190565328	4.75379885737307	2.36906468199979	0.962121063278624	-0.896115096499931	-1.89966042579252	6.3620800840952	-1.82379049038234	5.42436271576135	2.05997926206473	1.04026660423397	4.31088164131536	4.95001128495268	6.166593927054	6.09222560991458	5.47986122619505	5.1369558929576	5.64345025254714	6.12033799877664	7.45202124968267	5.44144285739532	6.52892598516538	5.45489001096603	5.55587444453957	5.50460289001138	5.24206491328975	1.70171036694685	6.51265550075635	4.20236465154337	6.90509945221629	5.71920259074269	7.72279585545421	5.75306694696268	6.75589988967048	5.8762683025528	3.1365814983012	2.6185834994422
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	-0.241878320830825	5.65995909947384	3.90905487569228	-0.383220522517138	3.28791842997318	1.74264462256195	5.39689565875925	-1.71168212603845	4.95797391436516	-0.623006883253835	4.08380292086084	2.85586339134611	4.07333056254213	2.34483623554816	8.00975618376051	-0.771622195756516	2.01983062825386	0.0357502315538049	1.70743435451681	-0.290351673497913	-2.38018542217484	-1.22212599759871	-0.798404671542083	-3.35630361109693	-0.232926904577312	2.19655504149501	1.74534035620545	4.32032407357445	6.88083639372886	1.08867382936911	7.08545671272863	-1.65943742905309	0.871978922338542	2.28114188981441	-0.251059949035147	-0.763924259105973	1.72147620936725	1.05604397634156	3.11560008932531	-2.54633605223237	2.41470780401545	-0.183922632438746	4.03348938654753	4.56344327152014	6.99738032832932	1.42104402991278	9.81937859854286	1.01346410290079	4.24943491778191	0.669864894690822	0.020721699039744	4.62289631782711	5.62044520286294	2.95501389080553	4.03705671879854	8.9745526972968	-0.81492388386797	-0.460540942012142	-2.80565760138437	-1.58120669467399	1.91996863868412	-2.22925559849052	2.83767337166341	0.412801021647785	1.04026660423397	5.74766024187968	7.60033910942154	4.08652861988975	7.02905443589579	3.74239483933365	3.08817279171626	6.80097393557022	3.37880449354764	5.30470321955117	3.81524955212051	5.99672614804974	3.39043588772681	4.23804788269714	3.34236730452522	2.57991597150286	-2.75553968896461	7.48097051723864	2.82757839701922	6.06446631468915	0.703539307787729	5.55125288978071	4.37742857497093	6.57579570798483	3.28962214287392	3.09352200884075	2.07485326205931
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium angulatum	-1.56363416081329	4.3042352648405	-0.522187002859875	-2.86812717230514	1.78856598292556	0.535551690899769	3.76177487490703	-1.71168212603871	3.28291556855061	-2.41476635248157	2.25855261230719	-1.39738245346185	2.81414796301243	0.57695849832349	4.04771102368859	-2.78652521629902	-1.32420833956835	2.51152439777853	-0.3408669464273	-2.30525469404011	-3.07333260273479	-1.62759110570706	-2.40784258397618	-2.95083850298871	-2.43015148191326	1.65049137353923	-0.019390440634686	-0.169860883381603	5.15442402614808	-1.00565632480448	5.64204439727317	-2.47036764526936	-2.136175871214	-1.8297319743589	-2.52832723404469	-2.87413745945258	-0.964101135882899	-1.41017054043429	1.77186534262422	-2.54633605223238	0.0964565942770035	-2.66882928222673	2.58641997111751	2.83411405700729	5.59226820763463	-0.276686489666995	5.35308012630105	0.00511522660868252	3.18363314323299	-2.92287069887021	-1.48335569773652	2.96040384243712	2.61428363301196	-1.50513052313231	2.54402543121836	4.4902598880782	-2.47315196047162	-2.37008344689658	-2.4001924932762	-3.28595478691241	0.524457622459305	-2.22925559849057	-0.0750797884288904	-0.542710423379652	-2.64234323686647	3.45952286164184	3.59206527883705	2.3838582346111	5.61769093530924	1.7543328563162	1.80433618659623	5.27180773969293	0.893897843759639	3.55221044154487	3.11518192871599	4.50614021846093	0.424452089573597	0.456795108452187	1.88174453699523	-0.0910929579190054	-2.75553968896463	6.06808250810836	0.560620481668322	4.95460797674642	0.600885153727646	3.85370010848179	5.62600568553362	5.62194050708939	2.22651654266272	0.72906151212862	0.479549860560116
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis	-1.56363416081307	-2.5014872885765	1.72533831295114	-2.86812717230514	-3.72284459908318	-2.23703703134001	-1.15774974244865	-1.71168212603841	-2.61880660305651	-2.41476635248141	-2.08091440794789	-2.20831266967826	-1.98987308172083	-2.3586698511608	-1.33793017103112	-0.876982711414342	-0.6310611590084	-3.68390088122681	-4.02347678752768	-2.30525469404005	-0.87610802539857	-1.62759110570679	-2.81330769208431	-3.35630361109674	-2.43015148191332	-3.04695408855803	-2.95058419305116	-3.24947464091628	1.63190719620648	-3.93685007722081	0.531719810963226	-2.47036764526928	-2.13617587121398	-2.52287915491885	-0.618784729160464	-2.4686723513444	-1.77503135209932	2.60320495925414	-2.29716141161342	-2.54633605223228	-3.35880800865543	-2.66882928222674	-1.77284967643376	-0.849194352057194	-0.145322247068099	-1.45534148600864	0.400508633159555	-2.31548837188804	-2.81468287882402	-3.73380091508643	-1.48335569773653	-2.49491727292053	-1.91831586014128	-2.60374281180064	-4.3574602347501	-0.725015485767703	-2.47315196047157	-3.46869573556469	-2.80565760138437	-3.69141989502056	-2.48369717109323	-1.82379049038234	-3.0832345819814	-1.45900115525381	-2.64234323686636	0.00290094597981919	-1.89480419425558	-1.3957755827713	0.223154711020665	-0.926688672398091	-2.24454600154911	-0.355486309399539	-2.25240728827367	0.280224791362716	-0.46833700974012	-1.76011111311311	1.63186723809051	2.05324582535948	-2.91816972578537	-2.08352312260921	6.90938923307928	0.217063960818902	-3.93918918866201	-0.680181626422833	-2.72235068646471	-0.295763752961395	-1.86284727019984	-0.331673815887492	-1.94014868113885	-0.678739054212234	-1.4840598655946
